PLAYER,FIRST_NAME,LAST_NAME,POS,YEAR,RNK,STAR,247_SCORE,COLLEGE,CITY,STATE,LAT,LNG,HIGH_SCHOOL
Josh Magee,Josh,Magee,WR,2010,1634,3,0.8226,Southern Miss,Hoover,AL,33.434977,-86.81784808,Hoover
Sterling Young,Sterling,Young,CB,2010,2284,2,0.7667,Arkansas State,Hoover,AL,33.434977,-86.81784808,Hoover
Jaylon Denson,Jaylon,Denson,WR,2011,348,3,0.8775,Auburn,Hoover,AL,33.434977,-86.81784808,Hoover
Tyler Roberts,Tyler,Roberts,OLB,2011,2393,2,0.7333,Troy,Hoover,AL,33.434977,-86.81784808,Hoover
Daniel Aust,Daniel,Aust,OG,2012,2244,2,0.7667,South Alabama,Hoover,AL,33.434977,-86.81784808,Hoover
William Eads,William,Eads,LS,2012,2867,2,0.7333,Middle Tennessee State,Hoover,AL,33.434977,-86.81784808,Hoover
Lennon Creer,Lennon,Creer,RB,2007,52,4,0.9765,Tennessee,Tatum,TX,32.3162091,-94.5166687,Lawrence Free State
Denarius Moore,Denarius,Moore,WR,2007,245,3,0.8889,Tennessee,Tatum,TX,32.3162091,-94.5166687,Tatum
Chance Blackmon,Chance,Blackmon,WR,2008,726,3,0.8528,Colorado,Tatum,TX,32.3162091,-94.5166687,Tatum
Bryce Beall,Bryce,Beall,S,2008,1143,3,0.8181,Houston,Tatum,TX,32.3162091,-94.5166687,Tatum
B.J. Allen,B.J.,Allen,ATH,2011,525,3,0.8613,Baylor,Tatum,TX,32.3162091,-94.5166687,Tatum
Jalen Overstreet,Jalen,Overstreet,DUAL,2012,320,4,0.8989,Texas,Tatum,TX,32.3162091,-94.5166687,Tatum
Martin Coleman,Martin,Coleman,OT,2007,53,4,0.9762,USC,Huntington Beach,CA,33.6783336,-118.0000166,Edison
Hunter White,Hunter,White,WR,2007,1279,3,0.8038,Boise State,Huntington Beach,CA,33.6783336,-118.0000166,Edison
Skyler Fancher,Skyler,Fancher,OT,2007,1553,2,0.7667,Washington,Huntington Beach,CA,33.6783336,-118.0000166,Huntington Beach
Nick Crissman,Nick,Crissman,PRO,2008,145,4,0.9303,UCLA,Huntington Beach,CA,33.6783336,-118.0000166,Edison
Dominique Vinson,Dominique,Vinson,WR,2008,1823,2,0.75,Boise State,Huntington Beach,CA,33.6783336,-118.0000166,Edison
Jordan Zumwalt,Jordan,Zumwalt,ILB,2010,258,4,0.9042,UCLA,Huntington Beach,CA,33.6783336,-118.0000166,Edison
Roman Sapolu,Roman,Sapolu,OC,2010,1138,3,0.8479,Oregon State,Huntington Beach,CA,33.6783336,-118.0000166,Edison
Kody Afusia,Kody,Afusia,OG,2010,2168,2,0.7667,Hawaii,Huntington Beach,CA,33.6783336,-118.0000166,Ocean View
Charles Burks,Charles,Burks,SDE,2011,562,3,0.859,USC,Huntington Beach,CA,33.6783336,-118.0000166,Edison
Chase Favreau,Chase,Favreau,PRO,2012,2879,2,0.7333,San Diego State,Huntington Beach,CA,33.6783336,-118.0000166,Edison
DaJohn Harris,DaJohn,Harris,DT,2007,54,4,0.9761,USC,Gardena,CA,33.888658,-118.307648,Junipero Serra
Anthony Boyles,Anthony,Boyles,ATH,2007,270,3,0.8861,Washington,Gardena,CA,33.888658,-118.307648,Junipero Serra
Duke Ihenacho,Duke,Ihenacho,S,2007,1323,2,0.7958,San Jose State,Gardena,CA,33.888658,-118.307648,Junipero Serra
Apaiata Tuihalamaka,Apaiata,Tuihalamaka,SDE,2008,140,4,0.933,Arizona,Gardena,CA,33.888658,-118.307648,Junipero Serra
Brandon Wimberly,Brandon,Wimberly,WR,2008,1225,3,0.8111,Nevada,Gardena,CA,33.888658,-118.307648,Gardena Senior
Anthony Carpenter,Anthony,Carpenter,S,2009,791,3,0.8559,Washington State,Gardena,CA,33.888658,-118.307648,Junipero Serra
Sione Tuihalamaka,Sione,Tuihalamaka,DT,2009,903,3,0.8514,Arizona,Gardena,CA,33.888658,-118.307648,Junipero Serra
Carl Winston,Carl,Winston,APB,2009,1311,3,0.8292,Washington State,Gardena,CA,33.888658,-118.307648,Junipero Serra
Robert Woods,Robert,Woods,ATH,2010,3,5,0.9987,USC,Gardena,CA,33.888658,-118.307648,Junipero Serra
Paul Richardson,Paul,Richardson,WR,2010,260,4,0.9063,Colorado,Gardena,CA,33.888658,-118.307648,Junipero Serra
Bene Benwikere,Bene,Benwikere,CB,2010,868,3,0.8563,San Jose State,Gardena,CA,33.888658,-118.307648,Junipero Serra
Devan Spann,Devan,Spann,CB,2010,996,3,0.8528,Arizona State,Gardena,CA,33.888658,-118.307648,Junipero Serra
Sean Bacon,Sean,Bacon,WDE,2010,1211,3,0.8448,San Jose State,Gardena,CA,33.888658,-118.307648,Junipero Serra
Adonis Smith,Adonis,Smith,RB,2010,1272,3,0.8417,Northwestern,Gardena,CA,33.888658,-118.307648,Junipero Serra
George Farmer,George,Farmer,WR,2011,8,5,0.9953,USC,Gardena,CA,33.888658,-118.307648,Junipero Serra
Marqise Lee,Marqise,Lee,ATH,2011,46,4,0.975,USC,Gardena,CA,33.888658,-118.307648,Junipero Serra
Jason Gibson,Jason,Gibson,WDE,2011,116,4,0.9415,California,Gardena,CA,33.888658,-118.307648,Junipero Serra
Woodson Greer,Woodson,Greer,OLB,2011,865,3,0.8422,Colorado,Gardena,CA,33.888658,-118.307648,Junipero Serra
Conner Preston,Conner,Preston,PRO,2011,1268,3,0.8159,SMU,Gardena,CA,33.888658,-118.307648,Junipero Serra
David Moala,David,Moala,DT,2011,1320,3,0.8114,Arizona State,Gardena,CA,33.888658,-118.307648,Junipero Serra
Suli Faletuipapai,Suli,Faletuipapai,DT,2011,2283,2,0.7333,Fresno State,Gardena,CA,33.888658,-118.307648,Junipero Serra
Raymond Ford,Raymond,Ford,CB,2012,348,4,0.8939,California,Gardena,CA,33.888658,-118.307648,Junipero Serra
Thomas Brown,Thomas,Brown,ILB,2012,615,3,0.871,Nebraska,Gardena,CA,33.888658,-118.307648,Junipero Serra
Kache Palacio,Kache,Palacio,OLB,2012,1204,3,0.8307,Washington State,Gardena,CA,33.888658,-118.307648,Junipero Serra
Patrick Wooten,Patrick,Wooten,S,2012,2619,2,0.7498,NoCollege,Gardena,CA,33.888658,-118.307648,Junipero Serra
Anthony Davis,Anthony,Davis,OT,2007,55,4,0.976,Rutgers,Piscataway,NJ,40.5462553,-74.4660408,Piscataway Twp
Tony Logan,Tony,Logan,ATH,2007,254,3,0.8875,Maryland,Piscataway,NJ,40.5462553,-74.4660408,Piscataway Twp
Dwayne Gratz,Dwayne,Gratz,CB,2008,640,3,0.8576,Connecticut,Piscataway,NJ,40.5462553,-74.4660408,Piscataway Twp
Marvin Booker,Marvin,Booker,OLB,2008,1176,3,0.8146,Rutgers,Piscataway,NJ,40.5462553,-74.4660408,Piscataway Twp
J.D. Griggs,J.D.,Griggs,SDE,2008,1885,2,0.7444,Iowa,Piscataway,NJ,40.5462553,-74.4660408,Piscataway Twp
Aaron Hush,Aaron,Hush,WDE,2009,2161,2,0.7444,Temple,Piscataway,NJ,40.5462553,-74.4660408,Piscataway Twp
Jawaun Wynn,Jawaun,Wynn,WR,2010,1349,3,0.8385,Rutgers,Piscataway,NJ,40.5462553,-74.4660408,Piscataway Twp
Tajae Sharpe,Tajae,Sharpe,WR,2012,1169,3,0.8328,Massachusetts,Piscataway,NJ,40.5462553,-74.4660408,Piscataway Twp
Tevin Shaw,Tevin,Shaw,ATH,2012,2056,2,0.7782,NoCollege,Piscataway,NJ,40.5462553,-74.4660408,Piscataway Twp
Stephen Garcia,Stephen,Garcia,PRO,2007,56,4,0.9759,South Carolina,Tampa,FL,27.9477595,-82.458444,Jefferson
Robert Marve,Robert,Marve,PRO,2007,120,4,0.9373,Miami,Tampa,FL,27.9477595,-82.458444,Plant
Sherod Murdock,Sherod,Murdock,CB,2007,577,3,0.8542,Pittsburgh,Tampa,FL,27.9477595,-82.458444,Middleton
Mike Williams,Mike,Williams,OG,2007,1019,3,0.8257,Middle Tennessee State,Tampa,FL,27.9477595,-82.458444,Jefferson
Michael Peterson,Michael,Peterson,CB,2007,1040,3,0.8229,Georgia Tech,Tampa,FL,27.9477595,-82.458444,Jesuit
Demarcus Cleveland,Demarcus,Cleveland,DT,2007,1244,3,0.8101,Middle Tennessee State,Tampa,FL,27.9477595,-82.458444,Jefferson
Jermaine Doster,Jermaine,Doster,ATH,2007,1286,3,0.8038,Vanderbilt,Tampa,FL,27.9477595,-82.458444,Robinson
Colin Boss,Colin,Boss,OG,2007,1359,2,0.7892,Middle Tennessee State,Tampa,FL,27.9477595,-82.458444,Berkeley Prep
B.J. Lewis,B.J.,Lewis,WR,2007,1738,2,0.7444,North Texas,Tampa,FL,27.9477595,-82.458444,Robinson
Byron McLeod,Byron,McLeod,TE,2007,1825,2,0.7444,Middle Tennessee State,Tampa,FL,27.9477595,-82.458444,Jefferson
Kevin Brown,Kevin,Brown,S,2007,1998,2,0.7222,Middle Tennessee State,Tampa,FL,27.9477595,-82.458444,Jefferson
Greg Ellington,Greg,Ellington,WR,2007,2028,2,0.7222,FIU,Tampa,FL,27.9477595,-82.458444,Robinson
Moses McCray,Moses,McCray,DT,2008,311,4,0.8933,Florida State,Tampa,FL,27.9477595,-82.458444,Hillsborough
Max Holloway,Max,Holloway,SDE,2008,881,3,0.8385,Boston College,Tampa,FL,27.9477595,-82.458444,Jefferson
Derek Winter,Derek,Winter,WR,2008,1190,3,0.8118,Auburn,Tampa,FL,27.9477595,-82.458444,Plant
Carlton Jones,Carlton,Jones,RB,2008,1240,3,0.8111,Florida State,Tampa,FL,27.9477595,-82.458444,Middleton
Joe Clarke,Joe,Clarke,WR,2008,1241,3,0.8111,Miami (OH),Tampa,FL,27.9477595,-82.458444,Alonso
Lovell Jackson,Lovell,Jackson,ATH,2008,1355,3,0.7986,Wake Forest,Tampa,FL,27.9477595,-82.458444,Plant
Phil Smith,Phil,Smith,OT,2008,1443,2,0.7889,Georgia Tech,Tampa,FL,27.9477595,-82.458444,Jesuit
Gorby Loreus,Gorby,Loreus,OLB,2008,1456,2,0.7889,Middle Tennessee State,Tampa,FL,27.9477595,-82.458444,Jefferson
Andreas Ashwood,Andreas,Ashwood,S,2008,1480,2,0.7889,Toledo,Tampa,FL,27.9477595,-82.458444,Hillsborough
Chuck Grace,Chuck,Grace,S,2008,1603,2,0.7667,FIU,Tampa,FL,27.9477595,-82.458444,Hillsborough
Archie Barnes,Archie,Barnes,ATH,2008,1816,2,0.7556,Vanderbilt,Tampa,FL,27.9477595,-82.458444,Berkeley Prep
Daniel Zychlinski,Daniel,Zychlinski,K,2008,2130,2,0.7,Stanford,Tampa,FL,27.9477595,-82.458444,King
Aaron Murray,Aaron,Murray,DUAL,2009,19,5,0.99,Georgia,Tampa,FL,27.9477595,-82.458444,Plant
Demonte McAllister,Demonte,McAllister,DT,2009,51,4,0.9743,Florida State,Tampa,FL,27.9477595,-82.458444,Alonso
Jarvis Giles,Jarvis,Giles,RB,2009,107,4,0.9513,South Carolina,Tampa,FL,27.9477595,-82.458444,Gaither
Orson Charles,Orson,Charles,WR,2009,115,4,0.9464,Georgia,Tampa,FL,27.9477595,-82.458444,Plant
Dontae Aycock,Dontae,Aycock,RB,2009,214,4,0.9108,Auburn,Tampa,FL,27.9477595,-82.458444,Chamberlain
Lindsey Lamar,Lindsey,Lamar,WR,2009,476,3,0.8764,USF,Tampa,FL,27.9477595,-82.458444,Hillsborough
Dontavious Pyron,Dontavious,Pyron,DT,2009,499,3,0.8733,Troy,Tampa,FL,27.9477595,-82.458444,Chamberlain
Erick McGriff,Erick,McGriff,WR,2009,548,3,0.8701,Kansas,Tampa,FL,27.9477595,-82.458444,Jesuit
Jairus Jones,Jairus,Jones,ATH,2009,616,3,0.8653,Michigan State,Tampa,FL,27.9477595,-82.458444,Wharton
Anthony Williams,Anthony,Williams,WR,2009,618,3,0.8653,Troy,Tampa,FL,27.9477595,-82.458444,Chamberlain
Andrew Clifford,Andrew,Clifford,PRO,2009,1057,3,0.8448,South Carolina,Tampa,FL,27.9477595,-82.458444,Wharton
John Plasencia,John,Plasencia,SDE,2009,1438,3,0.8163,Northwestern,Tampa,FL,27.9477595,-82.458444,Jesuit
Justin Lattimore,Justin,Lattimore,TE,2009,1483,3,0.8115,Illinois,Tampa,FL,27.9477595,-82.458444,Gaither
Hunter Stout,Hunter,Stout,DT,2009,1692,2,0.7896,Louisville,Tampa,FL,27.9477595,-82.458444,Wharton
Edward Williams,Edward,Williams,WR,2009,2242,2,0.7,Toledo,Tampa,FL,27.9477595,-82.458444,Alonso
Christian Green,Christian,Green,ATH,2010,34,4,0.9823,Florida State,Tampa,FL,27.9477595,-82.458444,Tampa Catholic
Chaz Green,Chaz,Green,OT,2010,43,4,0.978,Florida,Tampa,FL,27.9477595,-82.458444,Tampa Catholic
Terrence Mitchell,Terrence,Mitchell,CB,2010,98,4,0.953,USF,Tampa,FL,27.9477595,-82.458444,Hillsborough
Michael McFarland,Michael,McFarland,TE,2010,355,3,0.8889,Florida,Tampa,FL,27.9477595,-82.458444,Blake
Tarean Austin,Tarean,Austin,DUAL,2010,512,3,0.8733,New Mexico,Tampa,FL,27.9477595,-82.458444,Hillsborough
Jeremy Deering,Jeremy,Deering,S,2010,548,3,0.871,Rutgers,Tampa,FL,27.9477595,-82.458444,Leto
Jeremi Wilkes,Jeremi,Wilkes,CB,2010,666,3,0.8653,Syracuse,Tampa,FL,27.9477595,-82.458444,Tampa Catholic
Maurice Hagens,Maurice,Hagens,FB,2010,830,3,0.859,Miami,Tampa,FL,27.9477595,-82.458444,Tampa Bay Tech
Greg Hickman,Greg,Hickman,DT,2010,932,3,0.8556,FIU,Tampa,FL,27.9477595,-82.458444,Tampa Bay Tech
Gregory Hickman,Gregory,Hickman,OLB,2010,1756,3,0.8111,NoCollege,Tampa,FL,27.9477595,-82.458444,Tampa Bay Tech
Eric Dungy,Eric,Dungy,S,2010,1802,3,0.8111,Oregon,Tampa,FL,27.9477595,-82.458444,Plant
Fred Overstreet,Fred,Overstreet,ILB,2010,1804,3,0.8111,Rutgers,Tampa,FL,27.9477595,-82.458444,Jefferson
Allen Sampson,Allen,Sampson,WR,2010,2100,2,0.7889,Hawaii,Tampa,FL,27.9477595,-82.458444,Plant
D.J. Woods,D.J.,Woods,WDE,2010,2371,2,0.7667,Illinois,Tampa,FL,27.9477595,-82.458444,Robinson
Anthony Chickillo,Anthony,Chickillo,WDE,2011,22,5,0.9902,Miami,Tampa,FL,27.9477595,-82.458444,Alonso
James Wilder,James,Wilder,ATH,2011,25,5,0.9894,Florida State,Tampa,FL,27.9477595,-82.458444,Plant
Andre Davis,Andre,Davis,WR,2011,330,3,0.88,USF,Tampa,FL,27.9477595,-82.458444,Jefferson
Ramik Wilson,Ramik,Wilson,ILB,2011,361,3,0.8757,Georgia,Tampa,FL,27.9477595,-82.458444,Jefferson
Hunter Joyer,Hunter,Joyer,FB,2011,482,3,0.8637,Florida,Tampa,FL,27.9477595,-82.458444,Tampa Catholic
Phillip Ely,Phillip,Ely,PRO,2011,553,3,0.8599,Alabama,Tampa,FL,27.9477595,-82.458444,Plant
Keith Lewis,Keith,Lewis,OLB,2011,659,3,0.8534,Ole Miss,Tampa,FL,27.9477595,-82.458444,Freedom
Tony Posada,Tony,Posada,OG,2011,799,3,0.8466,Michigan,Tampa,FL,27.9477595,-82.458444,Plant
Frankie Williams,Frankie,Williams,CB,2011,801,3,0.8464,Purdue,Tampa,FL,27.9477595,-82.458444,Robinson
Chris Moore,Chris,Moore,WR,2011,835,3,0.8441,Cincinnati,Tampa,FL,27.9477595,-82.458444,Jefferson
Anthony Harrell,Anthony,Harrell,ILB,2011,977,3,0.8359,Georgia Tech,Tampa,FL,27.9477595,-82.458444,Jesuit
Ruben Gonzalez,Ruben,Gonzalez,S,2011,1246,3,0.8166,USF,Tampa,FL,27.9477595,-82.458444,Robinson
Charles Lovett,Charles,Lovett,WR,2011,1473,3,0.7993,Colorado State,Tampa,FL,27.9477595,-82.458444,Hillsborough
Tyree Clark,Tyree,Clark,CB,2011,1491,3,0.7968,Connecticut,Tampa,FL,27.9477595,-82.458444,Alonso
Chad Hannah,Chad,Hannah,SDE,2011,1550,2,0.7905,Cincinnati,Tampa,FL,27.9477595,-82.458444,Gaither
Arturo Uzdavinis,Arturo,Uzdavinis,OT,2011,1655,2,0.7797,Tulane,Tampa,FL,27.9477595,-82.458444,Jesuit
Tevin Newman,Tevin,Newman,OLB,2011,2100,2,0.7532,New Mexico,Tampa,FL,27.9477595,-82.458444,Robinson
Cary White,Cary,White,RB,2011,2585,2,0.7332,Florida Atlantic,Tampa,FL,27.9477595,-82.458444,Sickles
Richie Reay,Richie,Reay,OT,2011,2593,2,0.7332,FIU,Tampa,FL,27.9477595,-82.458444,Robinson
Delryn Wilson,Delryn,Wilson,OT,2011,2594,2,0.7332,Western Kentucky,Tampa,FL,27.9477595,-82.458444,Jefferson
Bobby Richardson,Bobby,Richardson,DT,2011,2603,2,0.7332,Indiana,Tampa,FL,27.9477595,-82.458444,Plant
Marqus Baker,Marqus,Baker,CB,2011,2610,2,0.7332,Buffalo,Tampa,FL,27.9477595,-82.458444,Robinson
Nelson Agholor,Nelson,Agholor,ATH,2012,30,5,0.9854,USC,Tampa,FL,27.9477595,-82.458444,Berkeley Prep
Tyriq McCord,Tyriq,McCord,WDE,2012,126,4,0.9459,Miami,Tampa,FL,27.9477595,-82.458444,Jefferson
Schyler Miles,Schyler,Miles,ILB,2012,545,3,0.8759,Kansas,Tampa,FL,27.9477595,-82.458444,Berkeley Prep
Earl Moore,Earl,Moore,DT,2012,565,3,0.8746,Miami,Tampa,FL,27.9477595,-82.458444,Hillsborough
Drew Madhu,Drew,Madhu,S,2012,735,3,0.8606,Stanford,Tampa,FL,27.9477595,-82.458444,Plant
Brandon Holloway,Brandon,Holloway,ATH,2012,879,3,0.8494,Mississippi State,Tampa,FL,27.9477595,-82.458444,Alonso
Antonio Crawford,Antonio,Crawford,CB,2012,1022,3,0.8406,Miami,Tampa,FL,27.9477595,-82.458444,Plant
Anthony Brown,Anthony,Brown,ATH,2012,1315,3,0.8224,Purdue,Tampa,FL,27.9477595,-82.458444,Hillsborough
Austin Aikens,Austin,Aikens,WR,2012,1396,3,0.8179,Western Kentucky,Tampa,FL,27.9477595,-82.458444,Plant
Will Watson,Will,Watson,CB,2012,1548,3,0.8099,Bowling Green,Tampa,FL,27.9477595,-82.458444,Jefferson
Chris Murray,Chris,Murray,WR,2012,1597,3,0.8073,Ohio,Tampa,FL,27.9477595,-82.458444,King
Greg Windham,Greg,Windham,PRO,2012,1606,3,0.8068,Ohio,Tampa,FL,27.9477595,-82.458444,King
Robbie Gibbons,Robbie,Gibbons,OC,2012,1692,3,0.8021,NoCollege,Tampa,FL,27.9477595,-82.458444,Jesuit
Lamarq Caldwell,Lamarq,Caldwell,RB,2012,1710,3,0.8012,FIU,Tampa,FL,27.9477595,-82.458444,Tampa Bay Tech
Adrian Jenkins,Adrian,Jenkins,WR,2012,1827,2,0.7932,FIU,Tampa,FL,27.9477595,-82.458444,Jefferson
T.J. Mutcherson,T.J.,Mutcherson,ATH,2012,1845,2,0.7918,Iowa State,Tampa,FL,27.9477595,-82.458444,Freedom
Byron Pringle,Byron,Pringle,WR,2012,1910,2,0.7889,Youngstown State,Tampa,FL,27.9477595,-82.458444,Robinson
Mikail Reece,Mikail,Reece,WDE,2012,2565,2,0.7553,Yale,Tampa,FL,27.9477595,-82.458444,Gaither
Jordan Davis,Jordan,Davis,CB,2012,2580,2,0.7531,FIU,Tampa,FL,27.9477595,-82.458444,Alonso
Evan Jennings,Evan,Jennings,WR,2012,2588,2,0.7531,NoCollege,Tampa,FL,27.9477595,-82.458444,Hillsborough
Tyree Holder,Tyree,Holder,S,2012,2596,2,0.7531,Ball State,Tampa,FL,27.9477595,-82.458444,Tampa Catholic
Keenan Stalls,Keenan,Stalls,S,2012,2608,2,0.7531,Kent State,Tampa,FL,27.9477595,-82.458444,Plant
Jon Economou,Jon,Economou,PRO,2012,2625,2,0.7498,NoCollege,Tampa,FL,27.9477595,-82.458444,Freedom
Tommy Eveld,Tommy,Eveld,PRO,2012,2627,2,0.7498,NoCollege,Tampa,FL,27.9477595,-82.458444,Jesuit
Isaac Edwards,Isaac,Edwards,DT,2012,2654,2,0.7481,Florida Atlantic,Tampa,FL,27.9477595,-82.458444,Jesuit
Taylor Timmons,Taylor,Timmons,DT,2012,2728,2,0.7431,NoCollege,Tampa,FL,27.9477595,-82.458444,Tampa Catholic
Reggie Barnes,Reggie,Barnes,OLB,2012,2752,2,0.7398,NoCollege,Tampa,FL,27.9477595,-82.458444,Berkeley Prep
Nathan Shienle,Nathan,Shienle,OT,2012,2816,2,0.7333,Tulane,Tampa,FL,27.9477595,-82.458444,Plant
Mike Ragone,Mike,Ragone,TE,2007,57,4,0.9758,Notre Dame,Cherry Hill,NJ,39.9348351,-75.0307264,Camden Catholic
Jerry Watters,Jerry,Watters,WR,2009,1657,3,0.799,Temple,Cherry Hill,NJ,39.9348351,-75.0307264,Camden Catholic
Joseph Brennan,Joseph,Brennan,PRO,2010,982,3,0.8542,Wisconsin,Cherry Hill,NJ,39.9348351,-75.0307264,Camden Catholic
Sherard Cadogan,Sherard,Cadogan,TE,2010,1151,3,0.8479,Wisconsin,Cherry Hill,NJ,39.9348351,-75.0307264,Camden Catholic
Marcus Coleman,Marcus,Coleman,DT,2012,1774,3,0.7968,Syracuse,Cherry Hill,NJ,39.9348351,-75.0307264,Camden Catholic
Matt Romine,Matt,Romine,OT,2007,58,4,0.9751,Notre Dame,Tulsa,OK,36.1556805,-95.9929113,Union
Michael Harris,Michael,Harris,RB,2007,537,3,0.8556,Arkansas,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Anthony Davis,Anthony,Davis,CB,2007,1073,3,0.8198,Kansas,Tulsa,OK,36.1556805,-95.9929113,East Central
Jacob Tigges,Jacob,Tigges,TE,2007,1074,3,0.8194,Colorado State,Tulsa,OK,36.1556805,-95.9929113,Union
Michael Tate,Michael,Tate,DT,2007,1304,3,0.8,Iowa State,Tulsa,OK,36.1556805,-95.9929113,Central
John Williams,John,Williams,OG,2008,572,3,0.8639,Kansas,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Tress Way,Tress,Way,P,2008,832,3,0.8431,Oklahoma,Tulsa,OK,36.1556805,-95.9929113,Union
Kenny Session,Kenny,Session,RB,2008,1156,3,0.8167,Kansas State,Tulsa,OK,36.1556805,-95.9929113,East Central
Brandon Rogers,Brandon,Rogers,PRO,2008,1526,2,0.7816,Northern Illinois,Tulsa,OK,36.1556805,-95.9929113,Union
Stephen Ruempolhamer,Stephen,Ruempolhamer,DT,2008,1844,2,0.7444,Iowa State,Tulsa,OK,36.1556805,-95.9929113,Union
Gabe Lynn,Gabe,Lynn,CB,2009,33,4,0.983,Oklahoma,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Jeremy Smith,Jeremy,Smith,RB,2009,213,4,0.9112,Oklahoma State,Tulsa,OK,36.1556805,-95.9929113,Union
David Gordon,David,Gordon,CB,2009,401,3,0.8826,Arkansas,Tulsa,OK,36.1556805,-95.9929113,East Central
Pearlie Graves,Pearlie,Graves,DT,2009,440,3,0.8781,Texas Tech,Tulsa,OK,36.1556805,-95.9929113,East Central
Michael Doctor,Michael,Doctor,OLB,2009,559,3,0.8701,Oregon State,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Brian DeShane,Brian,DeShane,OG,2009,565,3,0.8701,Tulsa,Tulsa,OK,36.1556805,-95.9929113,Union
Tracy Moore,Tracy,Moore,TE,2009,644,3,0.8639,Oklahoma State,Tulsa,OK,36.1556805,-95.9929113,Union
Terrell Williams,Terrell,Williams,OLB,2009,792,3,0.8559,Arkansas,Tulsa,OK,36.1556805,-95.9929113,Union
Anthony Foster,Anthony,Foster,WR,2009,809,3,0.8559,Tulsa,Tulsa,OK,36.1556805,-95.9929113,Union
Justin Skillens,Justin,Skillens,CB,2009,1008,3,0.8479,Tulsa,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Keenan Taylor,Keenan,Taylor,OT,2009,1051,3,0.8448,Kansas State,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Shawn Jackson,Shawn,Jackson,OLB,2009,1110,3,0.8417,Tulsa,Tulsa,OK,36.1556805,-95.9929113,McLain
Cody Wilson,Cody,Wilson,OLB,2009,1428,3,0.8167,Tulsa,Tulsa,OK,36.1556805,-95.9929113,Lincoln Christian School
Terry Smith Jr.,Terry,Smith Jr.,TE,2009,1477,3,0.8115,Wyoming,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Shaun Simon,Shaun,Simon,OC,2009,1528,3,0.8111,Colorado,Tulsa,OK,36.1556805,-95.9929113,Union
Shamiel Gary,Shamiel,Gary,S,2009,2081,2,0.7444,Wyoming,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Demarco Cobbs,Demarco,Cobbs,ATH,2010,46,4,0.9753,Texas,Tulsa,OK,36.1556805,-95.9929113,Central
Calvin Barnett,Calvin,Barnett,DT,2010,185,4,0.9224,Arkansas,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
James Roberson,James,Roberson,S,2010,1191,3,0.8448,Tulsa,Tulsa,OK,36.1556805,-95.9929113,Union
Eric Bennett,Eric,Bennett,ATH,2010,1239,3,0.8447,Arkansas,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Thomas Roberson,Thomas,Roberson,WR,2010,1519,3,0.8323,Tulsa,Tulsa,OK,36.1556805,-95.9929113,Union
Alec Henry,Alec,Henry,OC,2010,1536,3,0.8306,Tulsa,Tulsa,OK,36.1556805,-95.9929113,Union
Deonte Morris,Deonte,Morris,TE,2010,1556,3,0.8306,Tulsa,Tulsa,OK,36.1556805,-95.9929113,Union
Ray Stovall,Ray,Stovall,WDE,2010,2120,2,0.7829,Louisiana-Monroe,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Cole Way,Cole,Way,K,2010,2219,2,0.7667,Tulsa,Tulsa,OK,36.1556805,-95.9929113,Union
Luke Snider,Luke,Snider,S,2010,2293,2,0.7667,Tulsa,Tulsa,OK,36.1556805,-95.9929113,Union
Jake Keller,Jake,Keller,OT,2010,2424,2,0.7333,Louisiana-Monroe,Tulsa,OK,36.1556805,-95.9929113,Union
Tyler Lockett,Tyler,Lockett,WR,2011,727,3,0.8497,Kansas State,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Dante Barnett,Dante,Barnett,ATH,2011,1371,3,0.8075,Kansas State,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Kwame Sexton,Kwame,Sexton,CB,2011,1436,3,0.8026,Tulsa,Tulsa,OK,36.1556805,-95.9929113,Cascia Hall Preparatory School
Isaac Bennett,Isaac,Bennett,RB,2011,1614,2,0.7835,Pittsburgh,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Derrick Alexander,Derrick,Alexander,SDE,2011,1677,2,0.778,Tulsa,Tulsa,OK,36.1556805,-95.9929113,Booker T. Washington
Blake Jones,Blake,Jones,TE,2011,1712,2,0.7724,Colorado State,Tulsa,OK,36.1556805,-95.9929113,Tulsa Academic Ctr
Brentom Todd,Brentom,Todd,WDE,2011,1798,2,0.7667,NoCollege,Tulsa,OK,36.1556805,-95.9929113,Tulsa Academic Ctr
Gary Lee,Gary,Lee,DT,2011,2104,2,0.7519,Tulsa,Tulsa,OK,36.1556805,-95.9929113,Victory Christian School
Trint Jenkins,Trint,Jenkins,OT,2011,2525,2,0.7333,UTEP,Tulsa,OK,36.1556805,-95.9929113,Victory Christian School
