PLAYER,FIRST_NAME,LAST_NAME,POS,YEAR,RNK,STAR,247_SCORE,COLLEGE,CITY,STATE,LAT,LNG,HIGH_SCHOOL
Damion Willis,Damion,Willis,RB,2011,1846,2,0.7667,NoCollege,Mckinney,TX,33.1976496,-96.6154471,McKinney
Jamal Palmer,Jamal,Palmer,WDE,2012,678,3,0.866,Baylor,Mckinney,TX,33.1976496,-96.6154471,McKinney Boyd
Cameron Decell,Cameron,Decell,K,2012,2681,2,0.7481,Rice,Mckinney,TX,33.1976496,-96.6154471,McKinney Boyd
Colton Jenkins,Colton,Jenkins,OT,2007,735,3,0.8417,Mississippi State,Winona,MS,33.4820678,-89.7281369,Winona Secondary School
Chelarvez Brown,Chelarvez,Brown,S,2011,806,3,0.8462,Ole Miss,Winona,MS,33.4820678,-89.7281369,Winona Secondary School
James Stallons,James,Stallons,PRO,2007,736,3,0.8417,Wisconsin,Macomb,MI,42.6741189,-82.902901,Dakota
Kyle DeMaster,Kyle,DeMaster,OLB,2008,2062,2,0.7,Eastern Michigan,Macomb,MI,42.6741189,-82.902901,Dakota
Jeff Fantuzzi,Jeff,Fantuzzi,OG,2009,717,3,0.8604,Central Michigan,Macomb,MI,42.6741189,-82.902901,Dakota
Bernard Taylor,Bernard,Taylor,DT,2011,1123,3,0.8272,Indiana,Macomb,MI,42.6741189,-82.902901,Dakota
Bradley Sowell,Bradley,Sowell,OT,2007,737,3,0.8417,Ole Miss,Hernando,MS,34.823987,-89.9937018,Hernando
Andre Wadley,Andre,Wadley,SDE,2008,493,3,0.8713,Auburn,Hernando,MS,34.823987,-89.9937018,Hernando
Josh Cooper,Josh,Cooper,WR,2007,738,3,0.8417,Oklahoma State,Mustang,OK,35.384227,-97.7244813,Mustang
Bronson Irwin,Bronson,Irwin,OG,2010,163,4,0.9283,Oklahoma,Mustang,OK,35.384227,-97.7244813,Mustang
David Glidden,David,Glidden,WR,2011,829,3,0.8443,Oklahoma State,Mustang,OK,35.384227,-97.7244813,Mustang
Elvis Fisher,Elvis,Fisher,OT,2007,739,3,0.8417,Missouri,Saint Petersburg,FL,27.7703796,-82.6695085,St. Peter Catholic High School
Jock Sanders,Jock,Sanders,APB,2007,1063,3,0.8208,West Virginia,Saint Petersburg,FL,27.7703796,-82.6695085,St Petersburg Catholic
Andrew Harris,Andrew,Harris,WR,2007,1391,2,0.7889,West Virginia,Saint Petersburg,FL,27.7703796,-82.6695085,St Petersburg Catholic
Lawon Scott,Lawon,Scott,DT,2007,1654,2,0.7667,Ole Miss,Saint Petersburg,FL,27.7703796,-82.6695085,St. Petersburg
Joshua Bellamy,Joshua,Bellamy,ATH,2007,1707,2,0.7667,USF,Saint Petersburg,FL,27.7703796,-82.6695085,Boca Ciega
Jeff Brinson,Jeff,Brinson,RB,2008,632,3,0.859,Iowa,Saint Petersburg,FL,27.7703796,-82.6695085,Northeast
Curtis Weatherspoon,Curtis,Weatherspoon,OLB,2008,1199,3,0.8111,NoCollege,Saint Petersburg,FL,27.7703796,-82.6695085,Valdosta
A.J. Butler,A.J.,Butler,RB,2008,2152,2,0.7,New Mexico,Saint Petersburg,FL,27.7703796,-82.6695085,St Petersburg Catholic
JaQuez Jenkins,JaQuez,Jenkins,S,2009,457,3,0.8764,USF,Saint Petersburg,FL,27.7703796,-82.6695085,Lakewood
Jacquez Jenkins,Jacquez,Jenkins,S,2009,707,3,0.862,USF,Saint Petersburg,FL,27.7703796,-82.6695085,Lakewood
Julius Forte,Julius,Forte,SDE,2009,886,3,0.8528,USF,Saint Petersburg,FL,27.7703796,-82.6695085,Boca Ciega
Jon Halapio,Jon,Halapio,OG,2009,972,3,0.8497,Florida,Saint Petersburg,FL,27.7703796,-82.6695085,St Petersburg Catholic
Te'Jay Brown,Te'Jay,Brown,DT,2009,1240,3,0.8333,Colorado State,Saint Petersburg,FL,27.7703796,-82.6695085,St. Petersburg
Gerard Atkins,Gerard,Atkins,TE,2009,1716,2,0.7889,Toledo,Saint Petersburg,FL,27.7703796,-82.6695085,Dixie M. Hollins
Joshua Brown,Joshua,Brown,CB,2009,1726,2,0.7889,Iowa,Saint Petersburg,FL,27.7703796,-82.6695085,Dixie M. Hollins
Daymond Brinson,Daymond,Brinson,WDE,2009,1895,2,0.7667,Troy,Saint Petersburg,FL,27.7703796,-82.6695085,Gibbs
Jonte Green,Jonte,Green,CB,2009,2288,2,0.7,New Mexico State,Saint Petersburg,FL,27.7703796,-82.6695085,Lakewood
Bernard Reedy,Bernard,Reedy,WR,2010,934,3,0.8556,Toledo,Saint Petersburg,FL,27.7703796,-82.6695085,Lakewood
Jarvis West,Jarvis,West,WR,2010,1003,3,0.8528,Iowa State,Saint Petersburg,FL,27.7703796,-82.6695085,Gibbs
Tim Jackson,Tim,Jackson,WDE,2010,1078,3,0.851,North Carolina,Saint Petersburg,FL,27.7703796,-82.6695085,Gibbs
Xavius Boyd,Xavius,Boyd,S,2010,1484,3,0.8333,Western Kentucky,Saint Petersburg,FL,27.7703796,-82.6695085,Lakewood
Peter Terrana,Peter,Terrana,TE,2010,1828,3,0.8111,Western Michigan,Saint Petersburg,FL,27.7703796,-82.6695085,Northeast
Bar'ee Boyd,Bar'ee,Boyd,OLB,2010,1861,3,0.8111,Western Kentucky,Saint Petersburg,FL,27.7703796,-82.6695085,Lakewood
George Durant,George,Durant,OLB,2010,2456,2,0.7,Louisville,Saint Petersburg,FL,27.7703796,-82.6695085,Boca Ciega
Dante Fowler,Dante,Fowler,WDE,2012,36,5,0.9842,Florida,Saint Petersburg,FL,27.7703796,-82.6695085,Lakewood
Gary Simon,Gary,Simon,CB,2012,386,3,0.889,Oklahoma,Saint Petersburg,FL,27.7703796,-82.6695085,Gibbs
Rayshawn Jenkins,Rayshawn,Jenkins,S,2012,842,3,0.8524,Miami,Saint Petersburg,FL,27.7703796,-82.6695085,Admiral Farragut Academy
Jevaris Little,Jevaris,Little,CB,2012,2599,2,0.7531,Illinois,Saint Petersburg,FL,27.7703796,-82.6695085,Lakewood
Elijah McClendon,Elijah,McClendon,S,2012,2705,2,0.7431,NoCollege,Saint Petersburg,FL,27.7703796,-82.6695085,Boca Ciega
Albert McCoy,Albert,McCoy,DT,2012,2759,2,0.7381,Buffalo,Saint Petersburg,FL,27.7703796,-82.6695085,Gibbs
Denzel Conyers,Denzel,Conyers,S,2012,2763,2,0.7381,FIU,Saint Petersburg,FL,27.7703796,-82.6695085,Boca Ciega
James Shepherd,James,Shepherd,OT,2007,744,3,0.8403,Purdue,Hopkinsville,KY,36.8657651,-87.4889532,Christian County
Keith Tandy,Keith,Tandy,CB,2007,1242,3,0.8104,West Virginia,Hopkinsville,KY,36.8657651,-87.4889532,Christian County
Dee Lett,Dee,Lett,ILB,2007,2161,2,0.7222,Ball State,Hopkinsville,KY,36.8657651,-87.4889532,Christian County
Malcolm McDuffen,Malcolm,McDuffen,OLB,2010,1049,3,0.851,Kentucky,Hopkinsville,KY,36.8657651,-87.4889532,Christian County
Bubba Tandy,Bubba,Tandy,ATH,2011,828,3,0.8444,Kentucky,Hopkinsville,KY,36.8657651,-87.4889532,Christian County
Doug Weaver,Doug,Weaver,OT,2007,745,3,0.8403,Wake Forest,Roxboro,NC,36.3937519,-78.9827881,Person
Tre Robertson,Tre,Robertson,OG,2011,1714,2,0.7717,East Carolina,Roxboro,NC,36.3937519,-78.9827881,Person
Casey Lawson,Casey,Lawson,OG,2012,1132,3,0.8345,NoCollege,Roxboro,NC,36.3937519,-78.9827881,Person
Dominique Joseph,Dominique,Joseph,S,2007,746,3,0.8403,Virginia,Philadelphia,PA,39.9523993,-75.1635899,Roman Catholic
Daryl Robinson,Daryl,Robinson,CB,2007,915,3,0.8333,Temple,Philadelphia,PA,39.9523993,-75.1635899,Northeast Catholic
Wayne Crawford,Wayne,Crawford,DT,2007,1458,2,0.7882,N.C. State,Philadelphia,PA,39.9523993,-75.1635899,Chestnut Hill Academy
Jewhan Edwards,Jewhan,Edwards,DT,2008,450,3,0.8764,Minnesota,Philadelphia,PA,39.9523993,-75.1635899,Roman Catholic
Greg Castillo,Greg,Castillo,CB,2008,1188,3,0.8132,Iowa,Philadelphia,PA,39.9523993,-75.1635899,St. Joseph's
Shahid Paulhill,Shahid,Paulhill,SDE,2008,1392,2,0.7889,Temple,Philadelphia,PA,39.9523993,-75.1635899,Northeast Catholic
Quinten White,Quinten,White,OLB,2008,1944,2,0.7444,Temple,Philadelphia,PA,39.9523993,-75.1635899,Cardinal Dougherty
Ryan Murray,Ryan,Murray,OT,2008,2104,2,0.7,Temple,Philadelphia,PA,39.9523993,-75.1635899,Bok Edward
Je'Ron Stokes,Je'Ron,Stokes,WR,2009,94,4,0.9564,Michigan,Philadelphia,PA,39.9523993,-75.1635899,Northeast
Justin Renfrow,Justin,Renfrow,SDE,2009,850,3,0.8542,Virginia,Philadelphia,PA,39.9523993,-75.1635899,William Penn Charter
Curtis Drake,Curtis,Drake,WR,2009,1364,3,0.8243,Penn State,Philadelphia,PA,39.9523993,-75.1635899,West Philadelphia Catholic
Raymond Maples,Raymond,Maples,RB,2009,2120,2,0.7444,Army,Philadelphia,PA,39.9523993,-75.1635899,West Philadelphia Catholic
Kadeem Custis,Kadeem,Custis,DT,2009,2190,2,0.7222,Temple,Philadelphia,PA,39.9523993,-75.1635899,Neumann Goretti
Sharrif Floyd,Sharrif,Floyd,SDE,2010,6,5,0.997,Florida,Philadelphia,PA,39.9523993,-75.1635899,George Washington
Seth Betancourt,Seth,Betancourt,OT,2010,322,4,0.8937,Boston College,Philadelphia,PA,39.9523993,-75.1635899,St. Joseph's
Ibraheim Campbell,Ibraheim,Campbell,S,2010,886,3,0.8559,Northwestern,Philadelphia,PA,39.9523993,-75.1635899,Chestnut Hill Academy
Deion Barnes,Deion,Barnes,SDE,2011,303,3,0.8863,Penn State,Philadelphia,PA,39.9523993,-75.1635899,Northeast
Brandon Chudnoff,Brandon,Chudnoff,WDE,2011,1356,3,0.8085,Temple,Philadelphia,PA,39.9523993,-75.1635899,George Washington
Daquan Cooper,Daquan,Cooper,WR,2011,1533,2,0.792,Temple,Philadelphia,PA,39.9523993,-75.1635899,George Washington
Skyler Mornhinweg,Skyler,Mornhinweg,DUAL,2012,852,3,0.8517,Florida,Philadelphia,PA,39.9523993,-75.1635899,St. Joseph's
Will Parks,Will,Parks,CB,2012,1314,3,0.8224,Arizona,Philadelphia,PA,39.9523993,-75.1635899,Germantown
Shakur Nesmith,Shakur,Nesmith,WR,2012,1676,3,0.8025,Temple,Philadelphia,PA,39.9523993,-75.1635899,Imhotep Institute
Tristin Freeman,Tristin,Freeman,OLB,2012,2262,2,0.7667,NoCollege,Philadelphia,PA,39.9523993,-75.1635899,West Philadelphia Catholic
T.J. Waters,T.J.,Waters,OLB,2012,2350,2,0.7667,NoCollege,Philadelphia,PA,39.9523993,-75.1635899,West Philadelphia Catholic
Blake Emert,Blake,Emert,OT,2007,747,3,0.8403,Texas Tech,Sachse,TX,32.9762327,-96.5952703,Sachse
Chevy Bennett,Chevy,Bennett,CB,2009,1778,2,0.7889,North Texas,Sachse,TX,32.9762327,-96.5952703,Sachse
Kason Hostrup,Kason,Hostrup,OT,2010,1039,3,0.851,Kansas State,Sachse,TX,32.9762327,-96.5952703,Sachse
Kris Weeks,Kris,Weeks,OT,2011,1407,3,0.8057,SMU,Sachse,TX,32.9762327,-96.5952703,Sachse
Tyler Holmes,Tyler,Holmes,DT,2012,1021,3,0.8407,Kansas,Sachse,TX,32.9762327,-96.5952703,Sachse
Matt Ballenger,Matt,Ballenger,PRO,2007,749,3,0.8403,Colorado,Nampa,ID,43.5737361,-116.5596313,Skyview
Matt Kaiserman,Matt,Kaiserman,RB,2007,1679,2,0.7667,Boise State,Nampa,ID,43.5737361,-116.5596313,Skyview
Demetrius Bell,Demetrius,Bell,APB,2007,751,3,0.8399,Kansas State,Olathe,KS,38.8843867,-94.8161127,Olathe East
Jervon Graves,Jervon,Graves,DT,2007,2150,2,0.7222,Utah State,Olathe,KS,38.8843867,-94.8161127,Olathe South
Kevin Young,Kevin,Young,SDE,2009,529,3,0.8727,Kansas,Olathe,KS,38.8843867,-94.8161127,Olathe North
Lucas Vincent,Lucas,Vincent,DT,2010,357,3,0.8885,Missouri,Olathe,KS,38.8843867,-94.8161127,Olathe North
Victor Simmons,Victor,Simmons,S,2011,1113,3,0.8281,Kansas,Olathe,KS,38.8843867,-94.8161127,Olathe North
Adonis Saunders,Adonis,Saunders,CB,2011,1513,2,0.7938,Kansas,Olathe,KS,38.8843867,-94.8161127,Olathe North
Matthew Baltimore,Matthew,Baltimore,SDE,2012,1412,3,0.8169,Northern Illinois,Olathe,KS,38.8843867,-94.8161127,Olathe East
Daronte McNeil,Daronte,McNeil,RB,2007,752,3,0.8399,East Carolina,Elizabeth City,NC,36.2956836,-76.2247697,Northeastern
Emanuel Davis,Emanuel,Davis,CB,2007,753,3,0.8399,East Carolina,Manteo,NC,35.9082257,-75.6757303,Manteo
Rocky Weaver,Rocky,Weaver,TE,2007,754,3,0.8399,Central Michigan,Battle Creek,MI,42.3192548,-85.1824269,Harper Creek
Larry Caper,Larry,Caper,RB,2009,282,4,0.8958,Michigan State,Battle Creek,MI,42.3192548,-85.1824269,Battle Creek Central
Kelby Latta,Kelby,Latta,DT,2012,709,3,0.8635,Central Michigan,Battle Creek,MI,42.3192548,-85.1824269,Harper Creek
Joe Martinek,Joe,Martinek,APB,2007,755,3,0.8399,Rutgers,Hopatcong,NJ,40.9332051,-74.6600975,Hopatcong
Ahmed Mokhtar,Ahmed,Mokhtar,RB,2007,758,3,0.8385,Oregon State,Santa Ana,CA,33.7494951,-117.8732213,Mater Dei
Matagisila Lefiti,Matagisila,Lefiti,OG,2007,1587,2,0.7667,Hawaii,Santa Ana,CA,33.7494951,-117.8732213,Mater Dei
Khaled Holmes,Khaled,Holmes,OG,2008,109,4,0.9457,USC,Santa Ana,CA,33.7494951,-117.8732213,Mater Dei
Cameron Meredith,Cameron,Meredith,WDE,2008,541,3,0.867,Nebraska,Santa Ana,CA,33.7494951,-117.8732213,Mater Dei
Chris Ward,Chris,Ward,OG,2010,306,4,0.8951,UCLA,Santa Ana,CA,33.7494951,-117.8732213,Mater Dei
Victor Blackwell,Victor,Blackwell,WR,2011,85,4,0.9595,USC,Santa Ana,CA,33.7494951,-117.8732213,Mater Dei
Max Wittek,Max,Wittek,PRO,2011,87,4,0.9583,USC,Santa Ana,CA,33.7494951,-117.8732213,Mater Dei
Chase Lansford,Chase,Lansford,K,2011,2625,2,0.7,UNLV,Santa Ana,CA,33.7494951,-117.8732213,Santa Ana
Addison Gillam,Addison,Gillam,OLB,2012,2715,2,0.7431,San Jose State,Santa Ana,CA,33.7494951,-117.8732213,Foothill
Louis Nzegwu,Louis,Nzegwu,SDE,2007,762,3,0.8385,Wisconsin,Platteville,WI,42.7342942,-90.4784451,Platteville
Cameron Joplin,Cameron,Joplin,TE,2007,763,3,0.8385,Northwestern,Ann Arbor,MI,42.2681569,-83.7312291,Pioneer
Fadi Farha,Fadi,Farha,OT,2008,1596,2,0.7667,Toledo,Ann Arbor,MI,42.2681569,-83.7312291,Pioneer
Justice Akuezue,Justice,Akuezue,WDE,2009,2078,2,0.7444,Central Michigan,Ann Arbor,MI,42.2681569,-83.7312291,Huron
Jeremy Jackson,Jeremy,Jackson,WR,2010,866,3,0.8573,Michigan,Ann Arbor,MI,42.2681569,-83.7312291,Huron
Kyle Foster,Kyle,Foster,WR,2011,1743,2,0.7684,Syracuse,Ann Arbor,MI,42.2681569,-83.7312291,Pioneer
Drake Johnson,Drake,Johnson,RB,2012,960,3,0.844,Michigan,Ann Arbor,MI,42.2681569,-83.7312291,Pioneer
Jordan Woods,Jordan,Woods,WR,2012,1192,3,0.8316,Purdue,Ann Arbor,MI,42.2681569,-83.7312291,Skyline
Jamie Graham,Jamie,Graham,ATH,2007,765,3,0.8385,Vanderbilt,Whites Creek,TN,36.2658869,-86.8308324,Whites Creek Comprehensive
Phillip Livas,Phillip,Livas,APB,2007,768,3,0.8385,Louisiana Tech,Bourg,LA,29.5535491,-90.6023096,South Terrebonne
Bront Bird,Bront,Bird,S,2007,770,3,0.8385,Texas Tech,Odessa,TX,31.8457149,-102.367687,Permian
Lavorick Williams,Lavorick,Williams,WR,2008,1773,2,0.7667,New Mexico State,Odessa,TX,31.8457149,-102.367687,Permian
Garrett Porter,Garrett,Porter,OT,2009,176,4,0.9207,Texas,Odessa,TX,31.8457149,-102.367687,Permian
Derrick Teegarden,Derrick,Teegarden,DUAL,2010,2442,2,0.7333,North Texas,Odessa,TX,31.8457149,-102.367687,Odessa
Bradley Marquez,Bradley,Marquez,RB,2011,260,4,0.8956,Texas Tech,Odessa,TX,31.8457149,-102.367687,Odessa
Tommey Morris,Tommey,Morris,ATH,2012,2507,2,0.7598,Colorado State,Odessa,TX,31.8457149,-102.367687,Permian
C.J. Marck,C.J.,Marck,ILB,2007,773,3,0.8385,Connecticut,Fairless Hills,PA,40.178142,-74.85644459,Pennsbury
Steve Marck,Steve,Marck,TE,2009,1556,3,0.8111,Miami (OH),Fairless Hills,PA,40.178142,-74.85644459,Pennsbury
Eric Williams,Eric,Williams,WR,2010,743,3,0.8622,Pittsburgh,Fairless Hills,PA,40.178142,-74.85644459,Pennsbury
J.J. Denman,J.J.,Denman,OT,2012,221,4,0.9183,Rutgers,Fairless Hills,PA,40.178142,-74.85644459,Pennsbury
Colby Whitlock,Colby,Whitlock,DT,2007,780,3,0.8385,Texas Tech,Noble,OK,36.4129621,-97.2681939,Noble
Roy Helu,Roy,Helu,RB,2007,782,3,0.8385,Nebraska,Danville,CA,37.8215929,-121.9999606,San Ramon Valley
Corbin Louks,Corbin,Louks,DUAL,2007,1126,3,0.8132,Utah,Danville,CA,37.8215929,-121.9999606,San Ramon Valley
Zack Madonick,Zack,Madonick,DT,2007,1545,2,0.7674,Nevada,Danville,CA,37.8215929,-121.9999606,San Ramon Valley
Drew McAllister,Drew,McAllister,S,2008,374,3,0.8826,USC,Danville,CA,37.8215929,-121.9999606,Monte Vista
Zach Ertz,Zach,Ertz,TE,2009,224,4,0.909,Stanford,Danville,CA,37.8215929,-121.9999606,Monte Vista
Joe Southwick,Joe,Southwick,PRO,2009,621,3,0.8653,Boise State,Danville,CA,37.8215929,-121.9999606,San Ramon Valley
Brett Nottingham,Brett,Nottingham,PRO,2010,207,4,0.9177,Stanford,Danville,CA,37.8215929,-121.9999606,Monte Vista
David Wilkerson,David,Wilkerson,ILB,2010,289,4,0.8989,California,Danville,CA,37.8215929,-121.9999606,Monte Vista
Jacob Welter,Jacob,Welter,OG,2011,1811,2,0.7667,Ohio,Danville,CA,37.8215929,-121.9999606,Monte Vista
Zach Kline,Zach,Kline,PRO,2012,49,4,0.9771,California,Danville,CA,37.8215929,-121.9999606,San Ramon Valley
Dalis Bruce,Dalis,Bruce,ATH,2012,675,3,0.8662,Eastern Washington,Danville,CA,37.8215929,-121.9999606,St. John Bosco
Jake Simonich,Jake,Simonich,OT,2012,1969,2,0.7836,Utah State,Danville,CA,37.8215929,-121.9999606,San Ramon Valley
J.T. Beasley,J.T.,Beasley,OG,2007,784,3,0.8385,Missouri,Dyersburg,TN,36.0345159,-89.3856281,Dyersburg
Alvin Logan,Alvin,Logan,WR,2007,786,3,0.8385,Washington,Aurora,CO,39.729432,-104.8319196,Regis Jesuit
Jared Campbell,Jared,Campbell,S,2007,886,3,0.8333,Miami,Aurora,CO,39.729432,-104.8319196,Overland
Charles Hayes,Charles,Hayes,SDE,2007,1164,3,0.8111,Boise State,Aurora,CO,39.729432,-104.8319196,Eaglecrest
Klay Kubiak,Klay,Kubiak,PRO,2007,1787,2,0.7444,Colorado State,Aurora,CO,39.729432,-104.8319196,Regis Jesuit
Andrew Sampson,Andrew,Sampson,OG,2008,562,3,0.8653,Arizona State,Aurora,CO,39.729432,-104.8319196,Overland
Davis Burl,Davis,Burl,S,2008,1632,2,0.7667,Colorado State,Aurora,CO,39.729432,-104.8319196,Grandview
Matthew Tucker,Matthew,Tucker,ATH,2009,374,3,0.8844,Arizona State,Aurora,CO,39.729432,-104.8319196,Grandview
Kendall Gregory-McGhee,Kendall,Gregory-McGhee,ATH,2009,484,3,0.8764,Minnesota,Aurora,CO,39.729432,-104.8319196,Cherokee Trail
Todd Knight,Todd,Knight,OLB,2009,1202,3,0.8354,Wyoming,Aurora,CO,39.729432,-104.8319196,Grandview
Terrell Thompson,Terrell,Thompson,RB,2009,1872,2,0.7667,Washington State,Aurora,CO,39.729432,-104.8319196,Eaglecrest
Chris Martin,Chris,Martin,SDE,2010,44,4,0.9774,Florida,Aurora,CO,39.729432,-104.8319196,Grandview
C.J. Morgan,C.J.,Morgan,WR,2010,1891,3,0.8083,Wyoming,Aurora,CO,39.729432,-104.8319196,Eaglecrest
Drew Dyer,Drew,Dyer,TE,2011,1887,2,0.7667,Air Force,Aurora,CO,39.729432,-104.8319196,Regis Jesuit
Casey Young,Casey,Young,WR,2011,1956,2,0.7667,NoCollege,Aurora,CO,39.729432,-104.8319196,Regis Jesuit
Eddie Yarbrough,Eddie,Yarbrough,OLB,2011,2070,2,0.7582,Wyoming,Aurora,CO,39.729432,-104.8319196,Grandview
Evan Baylis,Evan,Baylis,TE,2012,222,4,0.918,Oregon,Aurora,CO,39.729432,-104.8319196,Grandview
Maleaque Washington,Maleaque,Washington,WR,2012,1888,2,0.7899,NoCollege,Aurora,CO,39.729432,-104.8319196,Eaglecrest
Thomas Singleton,Thomas,Singleton,ATH,2012,2123,2,0.7732,NoCollege,Aurora,CO,39.729432,-104.8319196,Cherokee Trail
Julian Miller,Julian,Miller,SDE,2007,788,3,0.8385,West Virginia,Columbus,OH,39.9622601,-83.0007065,Beechcroft
Marcus Burton,Marcus,Burton,OLB,2007,1546,2,0.7674,Kent State,Columbus,OH,39.9622601,-83.0007065,Beechcroft
Derrick Henry,Derrick,Henry,CB,2007,1728,2,0.7444,Ball State,Columbus,OH,39.9622601,-83.0007065,Worthington Kilbourne
Chris Favazzo,Chris,Favazzo,WDE,2007,2193,2,0.7,Kent State,Columbus,OH,39.9622601,-83.0007065,St. Charles Prep
Patrick Omameh,Patrick,Omameh,OG,2008,1528,2,0.7816,Michigan,Columbus,OH,39.9622601,-83.0007065,St. Francis De Sales
Kenny Stafford,Kenny,Stafford,WR,2008,1617,2,0.7667,Toledo,Columbus,OH,39.9622601,-83.0007065,St. Francis De Sales
Rodney Stewart,Rodney,Stewart,APB,2008,1684,2,0.7667,Colorado,Columbus,OH,39.9622601,-83.0007065,Brookhaven
Seamus Garvey,Seamus,Garvey,OT,2008,1696,2,0.7667,Kent State,Columbus,OH,39.9622601,-83.0007065,Gahanna Lincoln
Justin Thompson,Justin,Thompson,TE,2008,1739,2,0.7667,Kent State,Columbus,OH,39.9622601,-83.0007065,St. Francis De Sales
Darius Reeves,Darius,Reeves,CB,2008,1822,2,0.75,Toledo,Columbus,OH,39.9622601,-83.0007065,Gahanna Lincoln
Andrew Colosimo,Andrew,Colosimo,TE,2008,2034,2,0.7,Akron,Columbus,OH,39.9622601,-83.0007065,Upper Arlington
Davon Custis,Davon,Custis,SDE,2009,367,3,0.8847,Northwestern,Columbus,OH,39.9622601,-83.0007065,St. Francis De Sales
Jake Brandt,Jake,Brandt,OT,2009,1092,3,0.8417,Akron,Columbus,OH,39.9622601,-83.0007065,Bexley
Javon Cornley,Javon,Cornley,SDE,2009,1371,3,0.8243,Indiana,Columbus,OH,39.9622601,-83.0007065,Northland
Blake Annen,Blake,Annen,TE,2009,1381,3,0.8226,Cincinnati,Columbus,OH,39.9622601,-83.0007065,Upper Arlington
Zakee Bashir,Zakee,Bashir,OLB,2009,1478,3,0.8115,Marshall,Columbus,OH,39.9622601,-83.0007065,Walnut Ridge
Mario Dovell,Mario,Dovell,ATH,2009,1980,2,0.7667,Ohio,Columbus,OH,39.9622601,-83.0007065,Whetstone
Derrick Bryant,Derrick,Bryant,SDE,2010,835,3,0.859,UCLA,Columbus,OH,39.9622601,-83.0007065,Brookhaven
Chi Chi Ariguzo,Chi,Chi Ariguzo,OLB,2010,1004,3,0.8528,Northwestern,Columbus,OH,39.9622601,-83.0007065,St. Francis De Sales
C.J. Bryant,C.J.,Bryant,CB,2010,1334,3,0.8385,Northwestern,Columbus,OH,39.9622601,-83.0007065,Gahanna Lincoln
Verlon Reed,Verlon,Reed,ATH,2010,1395,3,0.834,Ohio State,Columbus,OH,39.9622601,-83.0007065,Marion-Franklin
Ryland Ward,Ryland,Ward,S,2010,1588,3,0.8274,Bowling Green,Columbus,OH,39.9622601,-83.0007065,Brookhaven
Justin Stumph,Justin,Stumph,OG,2010,1651,3,0.8212,Miami (OH),Columbus,OH,39.9622601,-83.0007065,St. Charles Prep
Marcus Penn,Marcus,Penn,S,2010,1874,3,0.8111,Eastern Michigan,Columbus,OH,39.9622601,-83.0007065,Whetstone
Jude Adjei-Barimah,Jude,Adjei-Barimah,CB,2010,1977,3,0.7976,Bowling Green,Columbus,OH,39.9622601,-83.0007065,Northland
Carl Washington,Carl,Washington,CB,2010,2050,2,0.7889,Akron,Columbus,OH,39.9622601,-83.0007065,Eastmoor Academy
Adam Griffin,Adam,Griffin,CB,2010,2114,2,0.7865,Ohio State,Columbus,OH,39.9622601,-83.0007065,St. Francis De Sales
Ron Tanner,Ron,Tanner,S,2011,278,4,0.8913,Ohio State,Columbus,OH,39.9622601,-83.0007065,Eastmoor Academy
Austin Traylor,Austin,Traylor,WDE,2011,514,3,0.8617,Wisconsin,Columbus,OH,39.9622601,-83.0007065,Walnut Ridge
Chris Rock,Chris,Rock,SDE,2011,961,3,0.8366,Michigan,Columbus,OH,39.9622601,-83.0007065,St. Francis De Sales
Matt Skura,Matt,Skura,OG,2011,1299,3,0.8126,Duke,Columbus,OH,39.9622601,-83.0007065,Worthington Kilbourne
Noah Key,Noah,Key,RB,2011,2108,2,0.7519,Toledo,Columbus,OH,39.9622601,-83.0007065,Bishop Hartley
Hunter Maynard,Hunter,Maynard,DT,2011,2331,2,0.7333,Bowling Green,Columbus,OH,39.9622601,-83.0007065,Bishop Watterson
Jeremy McCoy,Jeremy,McCoy,WR,2011,2346,2,0.7333,Kent State,Columbus,OH,39.9622601,-83.0007065,Marion-Franklin
Jarrell Jones,Jarrell,Jones,CB,2011,2444,2,0.7333,Miami (OH),Columbus,OH,39.9622601,-83.0007065,Northland
DeVante' Strickland,DeVante',Strickland,OLB,2011,2660,2,0.7,Kent State,Columbus,OH,39.9622601,-83.0007065,Marion-Franklin
Warren Ball,Warren,Ball,RB,2012,198,4,0.9227,Ohio State,Columbus,OH,39.9622601,-83.0007065,St. Francis De Sales
Frank Epitropoulos,Frank,Epitropoulos,WR,2012,456,3,0.8819,Ohio State,Columbus,OH,39.9622601,-83.0007065,Upper Arlington
Nana Kyeremeh,Nana,Kyeremeh,CB,2012,1069,3,0.8382,West Virginia,Columbus,OH,39.9622601,-83.0007065,Thomas Worthington
Terrell Jackson,Terrell,Jackson,DT,2012,1080,3,0.8377,Pittsburgh,Columbus,OH,39.9622601,-83.0007065,Marion-Franklin
James Henry,James,Henry,OT,2012,2195,2,0.769,Toledo,Columbus,OH,39.9622601,-83.0007065,Upper Arlington
Jalen Robinette,Jalen,Robinette,WR,2012,2306,2,0.7667,Air Force,Columbus,OH,39.9622601,-83.0007065,Bexley
Jalen Noble,Jalen,Noble,CB,2012,2720,2,0.7431,Air Force,Columbus,OH,39.9622601,-83.0007065,St. Francis De Sales
J. Schroeder,J.,Schroeder,K,2012,2925,2,0.7333,Western Michigan,Columbus,OH,39.9622601,-83.0007065,St. Charles Prep
